"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1877,2437857465.305,858992425.148739,1989,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",0.352355474991345
1877,2437857465.305,859502153.75836,1992,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",0.352564563757557
1877,2437857465.305,1.26566947964163,1999,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",5.19172879323069e-10
1877,2437857465.305,1681.980081046,2001,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",6.89941928510398e-07
1877,2437857465.305,44.3752532252529,2002,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",1.82025626423164e-08
1877,2437857465.305,52284.3371026795,2003,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",2.14468392212333e-05
1877,2437857465.305,14752707.6146069,2006,FALSE,2,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",0.00605150539954197
1877,2437857465.305,7928010.02802296,2007,FALSE,2,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",0.0032520400149937
1877,2437857465.305,248.297309085951,2012,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",1.01850626059833e-07
1877,2437857465.305,0.180433338674806,2015,FALSE,2,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",7.40130796171188e-11
1877,2437857465.305,9744.93317941763,2019,FALSE,1,"12229","ESP","Sierra Nevada (Spain)","ESP",TRUE,"12229;12815;12817;15071;15072;15073;15075",TRUE,"",3.99733508546139e-06
