"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
15004,9825302.96526505,3884.4325393306,1976,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",FALSE,"11139",TRUE,"",0.000395349899444634
15004,9825302.96526505,6935569.50038356,1987,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",FALSE,"11139",TRUE,"",0.705888614824658
15004,9825302.96526505,0.192994423447317,2013,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",FALSE,"11139",TRUE,"",1.96425926131338e-08
15005,133143625.939628,99568800.7414802,1958,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;20822",TRUE,"",0.747830022194442
15005,133143625.939628,NA,1978,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;20822",TRUE,"",NA
15005,133143625.939628,83647.7866379023,1980,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;20822",TRUE,"",0.00062825228055477
15005,133143625.939628,115053.798522359,1983,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;20822",TRUE,"",0.00086413298203647
15020,4779508978.94437,2196639635.11062,1934,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.45959525231309
15020,4779508978.94437,NA,1960,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",NA
15020,4779508978.94437,3313714.86762822,1965,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.000693317008551808
15020,4779508978.94437,10055292.2011645,1977,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.00210383372967014
15020,4779508978.94437,91817864.486453,1978,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.0192107316653127
15020,4779508978.94437,7431269.89405898,1981,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.00155481869095689
15020,4779508978.94437,12745580.359799,1983,FALSE,6,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.00266671334146422
15020,4779508978.94437,6480350.40959957,1984,FALSE,3,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.00135586112258562
15020,4779508978.94437,120334750.359047,1985,FALSE,3,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.025177220272871
15020,4779508978.94437,175356.878844082,1989,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",3.66893083822206e-05
15020,4779508978.94437,169615.875710879,1992,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",3.54881383125554e-05
15020,4779508978.94437,3189528.49569803,1994,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.00066733392692621
15020,4779508978.94437,3398581.99908793,1995,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.00071107346257953
15020,4779508978.94437,68184205.1699778,2001,FALSE,1,"11139","JPN","Ishikari Mountains","JPN",TRUE,"11139;11398;15712",TRUE,"",0.0142659435248173
