"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
29628,NA,0,0,FALSE,0,0,17513,"USA","Pryor Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
