"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1091,106587980.007837,149.003777327089,1983,TRUE,1,"14803","GRC","Thasos","GRC",FALSE,"14803",TRUE,"",1.39794165642442e-06
1091,106587980.007837,NA,1984,TRUE,1,"14803","GRC","Thasos","GRC",FALSE,"14803",TRUE,"",NA
1091,106587980.007837,26872014.0760832,2001,TRUE,1,"14803","GRC","Thasos","GRC",FALSE,"14803",TRUE,"",0.252111111160071
1091,106587980.007837,73907.1092820592,2006,TRUE,1,"14803","GRC","Thasos","GRC",FALSE,"14803",TRUE,"",0.000693390655087233
1091,106587980.007837,73413868.6842022,2010,TRUE,1,"14803","GRC","Thasos","GRC",FALSE,"14803",TRUE,"",0.688763110801088
30093,857754482.449484,1077619.4728349,1975,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",0.00125632625055779
30093,857754482.449484,2.40449152623127,1976,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",2.80323982611525e-09
30093,857754482.449484,53574.7233510872,1977,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",6.24592752906335e-05
30093,857754482.449484,564106996.420557,1983,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",0.657655550583239
30093,857754482.449484,0.0080711660306409,1984,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",9.40964599519448e-12
30093,857754482.449484,17867247.3499145,1988,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",0.0208302582096582
30093,857754482.449484,NA,2001,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",NA
30093,857754482.449484,18126904.8861328,2006,FALSE,2,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",0.0211329759937458
30093,857754482.449484,44858.1034839265,2008,FALSE,4,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",5.2297136770216e-05
30093,857754482.449484,32168020.2064645,2010,FALSE,1,"14803","GRC","Thasos","GRC",TRUE,"11707;14803;19893",TRUE,"",0.0375025964476484
