"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3096,714400185.34241,800328.411898941,1978,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.00112028024113032
3096,714400185.34241,4347453.7682334,1980,FALSE,3,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.00608546002287175
3096,714400185.34241,14545464.9360794,1982,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.020360387965336
3096,714400185.34241,1068617.68616161,1984,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.00149582504048403
3096,714400185.34241,382534655.485222,1988,FALSE,3,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.535462704705031
3096,714400185.34241,10056.9671571404,1992,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",1.40774979675014e-05
3096,714400185.34241,48573.3127933055,1998,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",6.79917415895188e-05
3096,714400185.34241,NA,2000,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",NA
3096,714400185.34241,8141882.06540385,2003,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.0113968084449775
3096,714400185.34241,258498934.700516,2004,FALSE,34,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",0.361840520207337
3096,714400185.34241,1608.66895381101,2011,FALSE,6,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",2.25177566693936e-06
3096,714400185.34241,NA,2013,FALSE,1,"20280","SVK","Mala Fatra (nn)","SVK",TRUE,"12991;14923;14925;20267;20272;20273;20280",TRUE,"",NA
